state	year	m	f
VT	1990	Michael	Ashley
WA	1990	Michael	Jessica
WI	1990	Michael	Ashley
WV	1990	Joshua	Brittany
WY	1990	Michael	Ashley
AK	1991	Michael	Jessica
AL	1991	Christopher	Ashley
AR	1991	Christopher	Ashley
AZ	1991	Michael	Ashley
CA	1991	Michael	Jessica
CO	1991	Michael	Jessica
CT	1991	Michael	Ashley
DE	1991	Michael	Ashley
FL	1991	Michael	Ashley
GA	1991	Christopher	Ashley
HI	1991	Joshua	Ashley
IA	1991	Jacob	Ashley
ID	1991	Michael	Jessica
IL	1991	Michael	Jessica
IN	1991	Michael	Ashley
KS	1991	Michael	Jessica
KY	1991	Joshua	Ashley
LA	1991	Christopher	Ashley
MA	1991	Michael	Ashley
MD	1991	Michael	Ashley
ME	1991	Joshua	Ashley
MI	1991	Michael	Ashley
MN	1991	Michael	Ashley
MO	1991	Michael	Ashley
MS	1991	Christopher	Ashley
MT	1991	Michael	Jessica
NC	1991	Christopher	Brittany
ND	1991	Tyler	Ashley
NE	1991	Jacob	Jessica
NH	1991	Michael	Sarah
NJ	1991	Michael	Jessica
NM	1991	Michael	Ashley
NV	1991	Michael	Ashley
NY	1991	Michael	Ashley
OH	1991	Michael	Ashley
OK	1991	Joshua	Ashley
OR	1991	Michael	Ashley
PA	1991	Michael	Ashley
RI	1991	Michael	Amanda
SC	1991	Christopher	Ashley
SD	1991	Michael	Ashley
TN	1991	Joshua	Ashley
TX	1991	Michael	Ashley
UT	1991	Michael	Jessica
VA	1991	Michael	Ashley
VT	1991	Joshua	Ashley
WA	1991	Michael	Jessica
WI	1991	Michael	Ashley
WV	1991	Joshua	Brittany
WY	1991	Michael	Jessica
AK	1992	Michael	Jessica
AL	1992	Christopher	Jessica
AR	1992	Christopher	Jessica
AZ	1992	Michael	Jessica
CA	1992	Michael	Jessica
CO	1992	Michael	Jessica
CT	1992	Michael	Jessica
DE	1992	Michael	Jessica
FL	1992	Michael	Ashley
GA	1992	Christopher	Ashley
HI	1992	Joshua	Ashley
IA	1992	Jacob	Ashley
ID	1992	Jacob	Jessica
IL	1992	Michael	Jessica
IN	1992	Michael	Ashley
KS	1992	Tyler	Ashley
KY	1992	Joshua	Ashley
LA	1992	Christopher	Ashley
MA	1992	Michael	Jessica
MD	1992	Michael	Ashley
ME	1992	Nicholas	Ashley
MI	1992	Michael	Ashley
MN	1992	Michael	Ashley
MO	1992	Michael	Jessica
MS	1992	Christopher	Ashley
MT	1992	Michael	Ashley
NC	1992	Christopher	Ashley
ND	1992	Michael	Ashley
NE	1992	Tyler	Ashley
NH	1992	Michael	Sarah
NJ	1992	Michael	Jessica
NM	1992	Michael	Ashley
NV	1992	Michael	Jessica
NY	1992	Michael	Ashley
OH	1992	Michael	Ashley
OK	1992	Michael	Ashley
OR	1992	Michael	Jessica
PA	1992	Michael	Ashley
RI	1992	Michael	Ashley
SC	1992	Christopher	Ashley
SD	1992	Tyler	Ashley
TN	1992	Christopher	Ashley
TX	1992	Michael	Ashley
UT	1992	Joshua	Jessica
VA	1992	Michael	Ashley
VT	1992	Michael	Ashley
WA	1992	Michael	Jessica
WI	1992	Michael	Ashley
WV	1992	Joshua	Brittany
WY	1992	Michael	Ashley
AK	1993	Michael	Jessica
AL	1993	Christopher	Ashley
AR	1993	Christopher	Ashley
AZ	1993	Michael	Jessica
CA	1993	Michael	Jessica
CO	1993	Michael	Jessica
CT	1993	Michael	Emily
DE	1993	Michael	Jessica
FL	1993	Michael	Ashley
GA	1993	Christopher	Ashley
HI	1993	Joshua	Ashley
IA	1993	Jacob	Ashley
ID	1993	Jacob	Jessica
IL	1993	Michael	Jessica
IN	1993	Jacob	Ashley
KS	1993	Jacob	Ashley
KY	1993	James	Ashley
LA	1993	Christopher	Ashley
MA	1993	Michael	Sarah
MD	1993	Michael	Ashley
ME	1993	Tyler	Emily
MI	1993	Michael	Ashley
MN	1993	Tyler	Ashley
MO	1993	Michael	Jessica
MS	1993	James	Ashley
MT	1993	Tyler	Jessica
NC	1993	Christopher	Ashley
ND	1993	Tyler	Samantha
NE	1993	Tyler	Ashley
NH	1993	Matthew	Emily
NJ	1993	Michael	Jessica
NM	1993	Michael	Ashley
NV	1993	Michael	Ashley
NY	1993	Michael	Ashley
OH	1993	Michael	Ashley
OK	1993	Joshua	Ashley
OR	1993	Tyler	Jessica
PA	1993	Michael	Ashley
RI	1993	Michael	Ashley
SC	1993	Christopher	Ashley
SD	1993	Tyler	Ashley
TN	1993	Christopher	Ashley
TX	1993	Michael	Ashley
UT	1993	Tyler	Jessica
VA	1993	Michael	Ashley
VT	1993	Tyler	Emily
WA	1993	Michael	Jessica
WI	1993	Jacob	Ashley
WV	1993	Michael	Ashley
WY	1993	Tyler	Ashley
AK	1994	Michael	Jessica
AL	1994	Christopher	Ashley
AR	1994	Michael	Ashley
AZ	1994	Michael	Jessica
CA	1994	Daniel	Jessica
CO	1994	Michael	Jessica
CT	1994	Michael	Emily
DE	1994	Michael	Jessica
FL	1994	Michael	Ashley
GA	1994	Christopher	Ashley
HI	1994	Joshua	Ashley
IA	1994	Jacob	Emily
ID	1994	Tyler	Jessica
IL	1994	Michael	Jessica
IN	1994	Jacob	Ashley
KS	1994	Austin	Jessica
KY	1994	Austin	Ashley
LA	1994	Christopher	Taylor
MA	1994	Michael	Emily
MD	1994	Michael	Ashley
ME	1994	Tyler	Emily
MI	1994	Jacob	Ashley
MN	1994	Jacob	Emily
MO	1994	Jacob	Ashley
MS	1994	James	Ashley
MT	1994	Tyler	Jessica
NC	1994	Christopher	Ashley
ND	1994	Austin	Taylor
NE	1994	Jacob	Jessica
NH	1994	Michael	Emily
NJ	1994	Michael	Jessica
NM	1994	Michael	Jessica
NV	1994	Michael	Jessica
NY	1994	Michael	Ashley
OH	1994	Michael	Ashley
OK	1994	Tyler	Ashley
OR	1994	Tyler	Jessica
PA	1994	Michael	Emily
RI	1994	Michael	Ashley
SC	1994	Christopher	Ashley
SD	1994	Tyler	Megan
TN	1994	William	Ashley
TX	1994	Michael	Ashley
UT	1994	Austin	Jessica
VA	1994	Michael	Jessica
VT	1994	Jacob	Emily
WA	1994	Jacob	Jessica
WI	1994	Jacob	Samantha
WV	1994	Joshua	Brittany
WY	1994	Austin	Ashley
AK	1995	Michael	Samantha
AL	1995	William	Jessica
AR	1995	Tyler	Ashley
AZ	1995	Michael	Jessica
CA	1995	Daniel	Jessica
CO	1995	Michael	Jessica
CT	1995	Michael	Emily
DE	1995	Michael	Sarah
FL	1995	Michael	Ashley
GA	1995	Christopher	Taylor
HI	1995	Joshua	Jessica
IA	1995	Jacob	Emily
ID	1995	Jacob	Jessica
IL	1995	Michael	Jessica
IN	1995	Jacob	Emily
KS	1995	Jacob	Ashley
KY	1995	Austin	Ashley
LA	1995	Joshua	Taylor
MA	1995	Michael	Emily
MD	1995	Michael	Emily
ME	1995	Tyler	Emily
MI	1995	Jacob	Emily
MN	1995	Jacob	Samantha
MO	1995	Jacob	Emily
MS	1995	James	Ashley
MT	1995	Austin	Jessica
NC	1995	Christopher	Ashley
ND	1995	Tyler	Ashley
NE	1995	Jacob	Emily
NH	1995	Michael	Emily
NJ	1995	Michael	Jessica
NM	1995	Joshua	Ashley
NV	1995	Michael	Jessica
NY	1995	Michael	Ashley
OH	1995	Jacob	Emily
OK	1995	Tyler	Jessica
OR	1995	Jacob	Jessica
PA	1995	Michael	Emily
RI	1995	Michael	Samantha
SC	1995	William	Taylor
SD	1995	Austin	Ashley
TN	1995	Austin	Ashley
TX	1995	Michael	Ashley
UT	1995	Austin	Jessica
VA	1995	Michael	Jessica
VT	1995	Jacob	Emily
WA	1995	Jacob	Jessica
WI	1995	Jacob	Emily
WV	1995	Tyler	Brittany
WY	1995	Joshua	Jessica
AK	1996	Michael	Ashley
AL	1996	William	Hannah
AR	1996	Jacob	Hannah
AZ	1996	Michael	Jessica
CA	1996	Daniel	Jessica
CO	1996	Jacob	Emily
CT	1996	Michael	Emily
DE	1996	Michael	Emily
FL	1996	Michael	Ashley
GA	1996	Christopher	Ashley
HI	1996	Joshua	Taylor
IA	1996	Jacob	Emily
ID	1996	Jacob	Emily
IL	1996	Michael	Jessica
IN	1996	Jacob	Emily
KS	1996	Jacob	Madison
KY	1996	Austin	Hannah
LA	1996	Christopher	Alexis
MA	1996	Michael	Emily
MD	1996	Michael	Emily
ME	1996	Tyler	Emily
MI	1996	Jacob	Emily
MN	1996	Jacob	Emily
MO	1996	Jacob	Emily
MS	1996	William	Ashley
MT	1996	Jacob	Jessica
NC	1996	Joshua	Hannah
ND	1996	Jacob	Emily
NE	1996	Jacob	Emily
NH	1996	Matthew	Emily
NJ	1996	Michael	Samantha
NM	1996	Michael	Samantha
NV	1996	Michael	Jessica
NY	1996	Michael	Ashley
OH	1996	Jacob	Emily
OK	1996	Tyler	Madison
OR	1996	Jacob	Emily
PA	1996	Michael	Emily
RI	1996	Nicholas	Emily
SC	1996	Christopher	Taylor
SD	1996	Jacob	Samantha
TN	1996	Austin	Ashley
TX	1996	Jose	Ashley
UT	1996	Jacob	Madison
VA	1996	Michael	Emily
VT	1996	Nicholas	Emily
WA	1996	Jacob	Emily
WI	1996	Jacob	Emily
WV	1996	Tyler	Emily
WY	1996	Tyler	Taylor
AK	1997	Jacob	Hannah
AL	1997	William	Hannah
AR	1997	Jacob	Hannah
AZ	1997	Jacob	Jessica
CA	1997	Daniel	Jessica
CO	1997	Jacob	Hannah
CT	1997	Michael	Emily
DE	1997	Michael	Emily
FL	1997	Michael	Ashley
GA	1997	Christopher	Hannah
HI	1997	Joshua	Taylor
IA	1997	Jacob	Emily
ID	1997	Jacob	Emily
IL	1997	Michael	Emily
IN	1997	Jacob	Emily
KS	1997	Jacob	Emily
KY	1997	Austin	Hannah
LA	1997	Joshua	Alexis
MA	1997	Matthew	Emily
MD	1997	Michael	Emily
ME	1997	Jacob	Emily
MI	1997	Jacob	Emily
MN	1997	Jacob	Emily
MO	1997	Jacob	Emily
MS	1997	William	Hannah
MT	1997	Jacob	Hannah
NC	1997	Christopher	Hannah
ND	1997	Austin	Emily
NE	1997	Jacob	Emily
NH	1997	Nicholas	Emily
NJ	1997	Michael	Emily
NM	1997	Joshua	Ashley
NV	1997	Michael	Taylor
NY	1997	Michael	Samantha
OH	1997	Jacob	Emily
OK	1997	Jacob	Taylor
OR	1997	Jacob	Emily
PA	1997	Michael	Emily
RI	1997	Michael	Emily
SC	1997	William	Hannah
SD	1997	Jacob	Hannah
TN	1997	Jacob	Hannah
TX	1997	Jose	Ashley
UT	1997	Jacob	Madison
VA	1997	Michael	Emily
VT	1997	Jacob	Emily
WA	1997	Jacob	Emily
WI	1997	Jacob	Emily
WV	1997	Jacob	Emily
WY	1997	Jacob	Emily
AK	1998	Michael	Emily
AL	1998	William	Hannah
AR	1998	Jacob	Hannah
AZ	1998	Jacob	Alexis
CA	1998	Daniel	Jessica
CO	1998	Jacob	Emily
CT	1998	Michael	Emily
DE	1998	Michael	Emily
FL	1998	Michael	Emily
GA	1998	William	Hannah
HI	1998	Joshua	Taylor
IA	1998	Jacob	Emily
ID	1998	Jacob	Madison
IL	1998	Michael	Emily
IN	1998	Jacob	Emily
KS	1998	Jacob	Madison
KY	1998	Jacob	Hannah
LA	1998	Jacob	Alexis
MA	1998	Michael	Emily
MD	1998	Michael	Emily
ME	1998	Jacob	Emily
MI	1998	Jacob	Emily
MN	1998	Jacob	Emily
MO	1998	Jacob	Emily
MS	1998	James	Alexis
MT	1998	Jacob	Emily
NC	1998	William	Hannah
ND	1998	Jacob	Emily
NE	1998	Jacob	Emily
NH	1998	Jacob	Emily
NJ	1998	Michael	Samantha
NM	1998	Michael	Ashley
NV	1998	Michael	Jessica
NY	1998	Michael	Samantha
OH	1998	Jacob	Emily
OK	1998	Jacob	Hannah
OR	1998	Jacob	Emily
PA	1998	Michael	Emily
RI	1998	Matthew	Emily
SC	1998	William	Hannah
SD	1998	Austin	Emily
TN	1998	Jacob	Hannah
TX	1998	Jose	Emily
UT	1998	Jacob	Madison
VA	1998	Jacob	Emily
VT	1998	Jacob	Emily
WA	1998	Jacob	Emily
WI	1998	Jacob	Emily
WV	1998	Jacob	Hannah
WY	1998	Austin	Madison
AK	1999	Jacob	Emily
AL	1999	William	Hannah
AR	1999	Jacob	Hannah
AZ	1999	Jacob	Samantha
CA	1999	Daniel	Emily
CO	1999	Jacob	Hannah
CT	1999	Matthew	Emily
DE	1999	Michael	Emily
FL	1999	Michael	Emily
GA	1999	William	Emily
HI	1999	Joshua	Taylor
IA	1999	Jacob	Emily
ID	1999	Jacob	Emily
IL	1999	Michael	Emily
IN	1999	Jacob	Hannah
KS	1999	Jacob	Madison
KY	1999	Jacob	Hannah
LA	1999	Joshua	Hannah
MA	1999	Matthew	Emily
MD	1999	Michael	Emily
ME	1999	Jacob	Emily
MI	1999	Jacob	Emily
MN	1999	Jacob	Emily
MO	1999	Jacob	Emily
MS	1999	William	Madison
MT	1999	Tyler	Madison
NC	1999	Jacob	Hannah
ND	1999	Jacob	Hannah
NE	1999	Jacob	Emily
NH	1999	Jacob	Emily
NJ	1999	Michael	Emily
NM	1999	Jacob	Alexis
NV	1999	Jacob	Samantha
NY	1999	Michael	Emily
OH	1999	Jacob	Hannah
OK	1999	Jacob	Madison
OR	1999	Jacob	Emily
PA	1999	Michael	Emily
RI	1999	Matthew	Emily
SC	1999	William	Hannah
SD	1999	Jacob	Alexis
TN	1999	Jacob	Hannah
TX	1999	Jose	Emily
UT	1999	Jacob	Emily
VA	1999	Jacob	Emily
VT	1999	Jacob	Hannah
WA	1999	Jacob	Emily
WI	1999	Jacob	Emily
WV	1999	Jacob	Hannah
WY	1999	Michael	Taylor
AK	2000	Michael	Hannah
AL	2000	William	Hannah
AR	2000	Jacob	Hannah
AZ	2000	Jacob	Emily
CA	2000	Daniel	Emily
CO	2000	Jacob	Emily
CT	2000	Michael	Emily
DE	2000	Michael	Emily
FL	2000	Michael	Emily
GA	2000	William	Hannah
HI	2000	Joshua	Kayla
IA	2000	Jacob	Madison
ID	2000	Jacob	Hannah
IL	2000	Jacob	Emily
IN	2000	Jacob	Hannah
KS	2000	Jacob	Madison
KY	2000	Jacob	Hannah
LA	2000	Joshua	Madison
MA	2000	Matthew	Emily
MD	2000	Michael	Emily
ME	2000	Jacob	Emily
MI	2000	Jacob	Emily
MN	2000	Jacob	Emily
MO	2000	Jacob	Emily
MS	2000	William	Hannah
MT	2000	Jacob	Madison
NC	2000	William	Hannah
ND	2000	Jacob	Madison
NE	2000	Jacob	Hannah
NH	2000	Jacob	Emily
NJ	2000	Michael	Emily
NM	2000	Jacob	Alexis
NV	2000	Jacob	Emily
NY	2000	Michael	Emily
OH	2000	Jacob	Hannah
OK	2000	Jacob	Madison
OR	2000	Jacob	Emily
PA	2000	Michael	Emily
RI	2000	Matthew	Emily
SC	2000	William	Hannah
SD	2000	Jacob	Hannah
TN	2000	Jacob	Hannah
TX	2000	Jose	Emily
UT	2000	Jacob	Madison
VA	2000	Jacob	Hannah
VT	2000	Jacob	Emily
WA	2000	Jacob	Emily
WI	2000	Jacob	Emily
WV	2000	Jacob	Hannah
WY	2000	Jacob	Madison
AK	2001	Michael	Madison
AL	2001	William	Madison
AR	2001	Jacob	Hannah
AZ	2001	Jacob	Ashley
CA	2001	Daniel	Emily
CO	2001	Jacob	Emily
CT	2001	Michael	Emily
DE	2001	Michael	Madison
FL	2001	Michael	Emily
GA	2001	William	Madison
HI	2001	Joshua	Taylor
IA	2001	Jacob	Madison
ID	2001	Jacob	Madison
IL	2001	Michael	Emily
IN	2001	Jacob	Madison
KS	2001	Jacob	Madison
KY	2001	Jacob	Madison
LA	2001	Jacob	Madison
MA	2001	Matthew	Emily
MD	2001	Michael	Emily
ME	2001	Jacob	Emily
MI	2001	Jacob	Madison
MN	2001	Jacob	Emily
MO	2001	Jacob	Hannah
MS	2001	William	Madison
MT	2001	Jacob	Madison
NC	2001	Jacob	Hannah
ND	2001	Jacob	Madison
NE	2001	Jacob	Madison
NH	2001	Jacob	Emily
NJ	2001	Michael	Emily
NM	2001	Joshua	Alexis
NV	2001	Anthony	Emily
NY	2001	Michael	Emily
OH	2001	Jacob	Madison
OK	2001	Jacob	Madison
OR	2001	Jacob	Emily
PA	2001	Michael	Emily
RI	2001	Michael	Emily
SC	2001	William	Madison
SD	2001	Jacob	Madison
TN	2001	Jacob	Hannah
TX	2001	Jose	Emily
UT	2001	Jacob	Emily
VA	2001	Jacob	Emily
VT	2001	Jacob	Emily
WA	2001	Jacob	Emily
WI	2001	Jacob	Emily
WV	2001	Jacob	Madison
WY	2001	Jacob	Madison
AK	2002	Jacob	Madison
AL	2002	William	Madison
AR	2002	Jacob	Madison
AZ	2002	Jacob	Emily
CA	2002	Daniel	Emily
CO	2002	Jacob	Madison
CT	2002	Michael	Emily
DE	2002	Matthew	Emily
FL	2002	Michael	Emily
GA	2002	William	Madison
HI	2002	Joshua	Kayla
IA	2002	Jacob	Emma
ID	2002	Jacob	Madison
IL	2002	Michael	Emily
IN	2002	Jacob	Madison
KS	2002	Jacob	Emily
KY	2002	Jacob	Madison
LA	2002	Joshua	Madison
MA	2002	Matthew	Emily
MD	2002	Michael	Madison
ME	2002	Jacob	Emily
MI	2002	Jacob	Madison
MN	2002	Jacob	Emma
MO	2002	Jacob	Madison
MS	2002	William	Madison
MT	2002	Ethan	Madison
NC	2002	William	Madison
ND	2002	Jacob	Madison
NE	2002	Jacob	Emma
NH	2002	Jacob	Emily
NJ	2002	Michael	Emily
NM	2002	Joshua	Alexis
NV	2002	Anthony	Emily
NY	2002	Michael	Emily
OH	2002	Jacob	Madison
OK	2002	Jacob	Madison
OR	2002	Jacob	Emily
PA	2002	Michael	Emily
RI	2002	Nicholas	Madison
SC	2002	William	Madison
SD	2002	Jacob	Hannah
TN	2002	Jacob	Madison
TX	2002	Jose	Emily
UT	2002	Jacob	Emily
VA	2002	Jacob	Madison
VT	2002	Ethan	Emma
WA	2002	Ethan	Emily
WI	2002	Jacob	Emily
WV	2002	Jacob	Madison
WY	2002	Ethan	Madison
AK	2003	Jacob	Hannah
AL	2003	William	Madison
AR	2003	Jacob	Madison
AZ	2003	Jacob	Emily
CA	2003	Daniel	Emily
CO	2003	Jacob	Emily
CT	2003	Matthew	Emma
DE	2003	Michael	Emily
FL	2003	Michael	Emily
GA	2003	William	Emily
HI	2003	Joshua	Emma
IA	2003	Jacob	Emma
ID	2003	Ethan	Emma
IL	2003	Michael	Emily
IN	2003	Jacob	Emma
KS	2003	Jacob	Emma
KY	2003	Jacob	Emily
LA	2003	Jacob	Madison
MA	2003	Matthew	Emily
MD	2003	Joshua	Emily
ME	2003	Jacob	Emma
MI	2003	Jacob	Emma
MN	2003	Jacob	Emma
MO	2003	Jacob	Emma
MS	2003	William	Madison
MT	2003	Jacob	Emma
NC	2003	Jacob	Madison
ND	2003	Ethan	Emma
NE	2003	Jacob	Emma
NH	2003	Jacob	Emma
NJ	2003	Michael	Emily
NM	2003	Joshua	Alexis
NV	2003	Anthony	Emily
NY	2003	Michael	Emily
OH	2003	Jacob	Emma
OK	2003	Jacob	Emily
OR	2003	Jacob	Emma
PA	2003	Michael	Emily
RI	2003	Michael	Emily
SC	2003	William	Madison
SD	2003	Jacob	Emma
TN	2003	William	Madison
TX	2003	Jose	Emily
UT	2003	Ethan	Emma
VA	2003	Jacob	Emily
VT	2003	Ethan	Emma
WA	2003	Jacob	Emma
WI	2003	Jacob	Emma
WV	2003	Jacob	Madison
WY	2003	Jacob	Emma
AK	2004	Ethan	Emma
AL	2004	William	Emma
AR	2004	Jacob	Madison
AZ	2004	Jose	Emily
CA	2004	Daniel	Emily
CO	2004	Jacob	Emma
CT	2004	Michael	Emily
DE	2004	Ryan	Madison
FL	2004	Michael	Emily
GA	2004	William	Emily
HI	2004	Joshua	Emma
IA	2004	Jacob	Emma
ID	2004	Ethan	Emma
IL	2004	Michael	Emily
IN	2004	Jacob	Emma
KS	2004	Jacob	Emma
KY	2004	Jacob	Madison
LA	2004	Ethan	Madison
MA	2004	Michael	Emily
MD	2004	Michael	Madison
ME	2004	Jacob	Emma
MI	2004	Jacob	Emma
MN	2004	Jacob	Emma
MO	2004	Jacob	Emma
MS	2004	William	Madison
MT	2004	Jacob	Madison
NC	2004	William	Emma
ND	2004	Ethan	Madison
NE	2004	Jacob	Emma
NH	2004	Jacob	Emma
NJ	2004	Michael	Emily
NM	2004	Jacob	Alyssa
NV	2004	Anthony	Ashley
NY	2004	Michael	Emily
OH	2004	Jacob	Emma
OK	2004	Jacob	Madison
OR	2004	Jacob	Emily
PA	2004	Michael	Emily
RI	2004	Michael	Emily
SC	2004	William	Madison
SD	2004	Ethan	Madison
TN	2004	William	Madison
TX	2004	Jose	Emily
UT	2004	Ethan	Emma
VA	2004	Jacob	Emily
VT	2004	Jacob	Emma
WA	2004	Jacob	Emma
WI	2004	Ethan	Emma
WV	2004	Jacob	Madison
WY	2004	Michael	Madison
AK	2005	Ethan	Madison
AL	2005	William	Madison
AR	2005	Ethan	Emily
AZ	2005	Angel	Emily
CA	2005	Daniel	Emily
CO	2005	Jacob	Emily
CT	2005	Ryan	Olivia
DE	2005	Michael	Madison
FL	2005	Joshua	Emily
GA	2005	William	Emily
HI	2005	Joshua	Emma
IA	2005	Ethan	Emma
ID	2005	Ethan	Emma
IL	2005	Michael	Emily
IN	2005	Jacob	Emma
KS	2005	Jacob	Emma
KY	2005	Jacob	Madison
LA	2005	Joshua	Madison
MA	2005	Matthew	Emma
MD	2005	Joshua	Emily
ME	2005	Jacob	Emma
MI	2005	Jacob	Emma
MN	2005	Ethan	Ava
MO	2005	Jacob	Emma
MS	2005	William	Madison
MT	2005	Jacob	Emma
NC	2005	William	Emily
ND	2005	Ethan	Emma
NE	2005	Jacob	Emma
NH	2005	Jacob	Emma
NJ	2005	Michael	Emily
NM	2005	Joshua	Alyssa
NV	2005	Anthony	Emily
NY	2005	Michael	Emily
OH	2005	Jacob	Emma
OK	2005	Jacob	Emma
OR	2005	Jacob	Emma
PA	2005	Michael	Emily
RI	2005	Michael	Olivia
SC	2005	William	Emily
SD	2005	Jacob	Emma
TN	2005	William	Madison
TX	2005	Jose	Emily
UT	2005	Jacob	Emma
VA	2005	William	Emily
VT	2005	Jacob	Emma
WA	2005	Jacob	Emma
WI	2005	Ethan	Emma
WV	2005	Jacob	Madison
WY	2005	Jacob	Madison
AK	2006	James	Emma
AL	2006	William	Madison
AR	2006	William	Madison
AZ	2006	Angel	Mia
CA	2006	Daniel	Emily
CO	2006	Jacob	Isabella
CT	2006	Michael	Isabella
DE	2006	Ryan	Madison
FL	2006	Joshua	Isabella
GA	2006	William	Madison
HI	2006	Noah	Isabella
IA	2006	Ethan	Emma
ID	2006	Ethan	Emma
IL	2006	Daniel	Emily
IN	2006	Jacob	Emma
KS	2006	Jacob	Emma
KY	2006	Jacob	Madison
LA	2006	Ethan	Madison
MA	2006	Matthew	Ava
MD	2006	Joshua	Madison
ME	2006	Jacob	Emma
MI	2006	Jacob	Ava
MN	2006	Ethan	Ava
MO	2006	Jacob	Emma
MS	2006	William	Madison
MT	2006	Jacob	Emma
NC	2006	William	Madison
ND	2006	Logan	Ava
NE	2006	Jacob	Emma
NH	2006	Jacob	Emma
NJ	2006	Michael	Isabella
NM	2006	Joshua	Isabella
NV	2006	Anthony	Emily
NY	2006	Michael	Emily
OH	2006	Jacob	Emma
OK	2006	Jacob	Emma
OR	2006	Jacob	Emma
PA	2006	Jacob	Ava
RI	2006	Ryan	Isabella
SC	2006	William	Madison
SD	2006	Jacob	Emma
TN	2006	William	Madison
TX	2006	Jose	Emily
UT	2006	Ethan	Emma
VA	2006	William	Madison
VT	2006	Jacob	Emma
WA	2006	Jacob	Emma
WI	2006	Ethan	Ava
WV	2006	Jacob	Madison
WY	2006	Ethan	Emily
AK	2007	Aiden	Isabella
AL	2007	William	Emma
AR	2007	William	Madison
AZ	2007	Angel	Isabella
CA	2007	Daniel	Emily
CO	2007	Jacob	Isabella
CT	2007	Michael	Isabella
DE	2007	Michael	Ava
FL	2007	Anthony	Isabella
GA	2007	William	Madison
HI	2007	Noah	Sophia
IA	2007	Ethan	Ava
ID	2007	Jacob	Emma
IL	2007	Daniel	Isabella
IN	2007	Jacob	Emma
KS	2007	Ethan	Addison
KY	2007	Jacob	Madison
LA	2007	Joshua	Madison
MA	2007	Matthew	Ava
MD	2007	Michael	Madison
ME	2007	Ethan	Madison
MI	2007	Jacob	Ava
MN	2007	Jacob	Ava
MO	2007	Jacob	Emma
MS	2007	William	Madison
MT	2007	Ethan	Madison
NC	2007	William	Madison
ND	2007	Logan	Emma
NE	2007	Jacob	Addison
NH	2007	Jacob	Olivia
NJ	2007	Michael	Isabella
NM	2007	Jacob	Isabella
NV	2007	Anthony	Emily
NY	2007	Michael	Isabella
OH	2007	Jacob	Ava
OK	2007	Ethan	Emma
OR	2007	Jacob	Emma
PA	2007	Michael	Ava
RI	2007	Michael	Sophia
SC	2007	William	Madison
SD	2007	Ethan	Ava
TN	2007	William	Emma
TX	2007	Jose	Emily
UT	2007	Ethan	Olivia
VA	2007	William	Madison
VT	2007	Logan	Ava
WA	2007	Jacob	Olivia
WI	2007	Ethan	Ava
WV	2007	Jacob	Madison
WY	2007	James	Madison
AK	2008	James	Emma
AL	2008	William	Emma
AR	2008	Jacob	Madison
AZ	2008	Anthony	Isabella
CA	2008	Daniel	Isabella
CO	2008	Alexander	Isabella
CT	2008	Michael	Isabella
DE	2008	Michael	Ava
FL	2008	Jayden	Isabella
GA	2008	William	Madison
HI	2008	Ethan	Chloe
IA	2008	Ethan	Emma
ID	2008	Ethan	Olivia
IL	2008	Alexander	Olivia
IN	2008	Jacob	Emma
KS	2008	Ethan	Emma
KY	2008	William	Madison
LA	2008	Ethan	Madison
MA	2008	Ryan	Ava
MD	2008	Michael	Madison
ME	2008	Jacob	Emma
MI	2008	Jacob	Olivia
MN	2008	Ethan	Ava
MO	2008	Jacob	Emma
MS	2008	William	Madison
MT	2008	Ethan	Madison
NC	2008	William	Emma
ND	2008	Carter	Ava
NE	2008	Jacob	Ava
NH	2008	Jacob	Emma
NJ	2008	Michael	Isabella
NM	2008	Isaiah	Isabella
NV	2008	Anthony	Emily
NY	2008	Michael	Isabella
OH	2008	Jacob	Ava
OK	2008	Ethan	Emma
OR	2008	Ethan	Olivia
PA	2008	Michael	Ava
RI	2008	Michael	Ava
SC	2008	William	Madison
SD	2008	Jacob	Emma
TN	2008	William	Emma
TX	2008	Jose	Emily
UT	2008	Ethan	Olivia
VA	2008	William	Emma
VT	2008	Jacob	Emma
WA	2008	Ethan	Olivia
WI	2008	Ethan	Ava
WV	2008	Jacob	Emma
WY	2008	James	Madison
AK	2009	Michael	Isabella
AL	2009	William	Emma
AR	2009	William	Emma
AZ	2009	Jacob	Isabella
CA	2009	Daniel	Isabella
CO	2009	Alexander	Isabella
CT	2009	Michael	Isabella
DE	2009	Alexander	Isabella
FL	2009	Jayden	Isabella
GA	2009	William	Madison
HI	2009	Ethan	Isabella
IA	2009	Jacob	Ava
ID	2009	Logan	Olivia
IL	2009	Alexander	Isabella
IN	2009	Ethan	Emma
KS	2009	Ethan	Emma
KY	2009	Jacob	Emma
LA	2009	Jayden	Ava
MA	2009	Ryan	Olivia
MD	2009	Michael	Madison
ME	2009	Noah	Emma
MI	2009	Jacob	Olivia
MN	2009	Logan	Olivia
MO	2009	Jacob	Emma
MS	2009	William	Madison
MT	2009	Ethan	Emma
NC	2009	William	Emma
ND	2009	Ethan	Olivia
NE	2009	Alexander	Addison
NH	2009	Logan	Olivia
NJ	2009	Michael	Isabella
NM	2009	Aiden	Isabella
NV	2009	Anthony	Isabella
NY	2009	Michael	Isabella
